Nrotrans;Fecha;Fechaext;Talonario;Abreviado;Prefijoext;Numeroext;Codprv;Provincia;Codctacte;Nombre;Coddoc;Nrodoc1;Nrodoc2;Codban;Banco;CoddocB;Nrodoc1B;Nrodoc2B;Regimen;Descripcion;Impsuj;Importe
5647585;20/05/18;20/05/18;7382;FAB;0162;00048436;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;485,50;14,11
5647586;20/05/18;20/05/18;7382;FAB;0162;00048437;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;970,88;28,29
5647587;20/05/18;20/05/18;7382;FAB;0162;00048438;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;291,20;8,38
5647588;20/05/18;20/05/18;7382;FAB;0162;00048439;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.068,11;31,05
5647589;20/05/18;20/05/18;7382;FAB;0162;00048440;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.116,74;32,47
5647591;20/05/18;20/05/18;7382;FAB;0162;00048442;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;582,60;16,94
5647592;20/05/18;20/05/18;7382;FAB;0162;00048443;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;291,28;8,46
5647593;20/05/18;20/05/18;7382;FAB;0162;00048444;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;776,80;22,58
5647594;20/05/18;20/05/18;7382;FAB;0162;00048445;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;485,44;14,15
5647595;20/05/18;20/05/18;7382;FAB;0162;00048446;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.339,87;39,04
5647596;20/05/18;20/05/18;7382;FAB;0162;00048447;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;679,70;19,76
5647597;20/05/18;20/05/18;7382;FAB;0162;00048448;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;582,53;16,97
5647598;20/05/18;20/05/18;7382;FAB;0162;00048449;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;485,50;14,11
5647599;20/05/18;20/05/18;7382;FAB;0162;00048450;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.039,05;30,21
5647600;20/05/18;20/05/18;7382;FAB;0162;00048451;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.262,19;36,78
5647601;20/05/18;20/05/18;7382;FAB;0162;00048452;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;485,35;13,97
5647602;20/05/18;20/05/18;7382;FAB;0162;00048453;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;456,36;13,25
5647603;20/05/18;20/05/18;7382;FAB;0162;00048454;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;388,28;11,17
5647604;20/05/18;20/05/18;7382;FAB;0162;00048455;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;485,61;14,15
5647605;20/05/18;20/05/18;7382;FAB;0162;00048456;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;194,15;5,59
5647606;20/05/18;20/05/18;7382;FAB;0162;00048457;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;971,13;28,23
5647607;20/05/18;20/05/18;7382;FAB;0162;00048458;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.068,18;31,05
5647608;20/05/18;20/05/18;7382;FAB;0162;00048459;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;776,60;22,35
5647609;20/05/18;20/05/18;7382;FAB;0162;00048460;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;485,44;14,15
5647610;20/05/18;20/05/18;7382;FAB;0162;00048461;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;776,71;22,35
5647611;20/05/18;20/05/18;7382;FAB;0162;00048462;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;970,88;28,29
5647612;20/05/18;20/05/18;7382;FAB;0162;00048463;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.068,02;31,12
5647613;20/05/18;20/05/18;7382;FAB;0162;00048464;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;485,50;14,11
5647614;20/05/18;20/05/18;7382;FAB;0162;00048465;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;485,44;14,15
5647615;20/05/18;20/05/18;7382;FAB;0162;00048466;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;582,60;16,94
5647616;20/05/18;20/05/18;7382;FAB;0162;00048467;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;485,44;14,15
5647617;20/05/18;20/05/18;7382;FAB;0162;00048468;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.068,23;31,06
5647618;20/05/18;20/05/18;7382;FAB;0162;00048469;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.164,84;33,52
5647619;20/05/18;20/05/18;7382;FAB;0162;00048470;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;970,79;27,93
5647620;20/05/18;20/05/18;7382;FAB;0162;00048471;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;485,50;14,11
5647621;20/05/18;20/05/18;7382;FAB;0162;00048472;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;485,44;14,15
5647622;20/05/18;20/05/18;7382;FAB;0162;00048473;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;398,03;11,45
5647623;20/05/18;20/05/18;7382;FAB;0162;00048474;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;679,70;19,76
5647624;20/05/18;20/05/18;7382;FAB;0162;00048475;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;97,14;2,80
5647625;20/05/18;20/05/18;7382;FAB;0162;00048476;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;922,20;26,54
5647626;20/05/18;20/05/18;7382;FAB;0162;00048477;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;776,80;22,58
5647627;20/05/18;20/05/18;7382;FAB;0162;00048478;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.165,28;33,88
5647628;20/05/18;20/05/18;7382;FAB;0162;00048479;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.068,21;31,13
5647629;20/05/18;20/05/18;7382;FAB;0162;00048480;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;873,63;25,14
5647630;20/05/18;20/05/18;7382;FAB;0162;00048481;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;971,26;28,24
5647631;20/05/18;20/05/18;7382;FAB;0162;00048482;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;291,20;8,38
5647632;20/05/18;20/05/18;7382;FAB;0162;00048483;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;485,50;14,11
5647634;20/05/18;20/05/18;7382;FAB;0162;00048485;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.020,40;29,67
5647635;20/05/18;20/05/18;7382;FAB;0162;00048486;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;548,67;15,99
5647636;20/05/18;20/05/18;7382;FAB;0162;00048487;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;485,35;13,97
5647637;20/05/18;20/05/18;7382;FAB;0162;00048488;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;485,50;14,11
5647638;20/05/18;20/05/18;7382;FAB;0162;00048489;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;694,09;19,97
5647639;20/05/18;20/05/18;7382;FAB;0162;00048490;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;844,72;24,61
5647640;20/05/18;20/05/18;7382;FAB;0162;00048491;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;970,88;28,29
5647641;20/05/18;20/05/18;7382;FAB;0162;00048492;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;582,60;16,94
5647642;20/05/18;20/05/18;7382;FAB;0162;00048493;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.263,08;36,72
5652942;21/05/18;21/05/18;6351;FAB;0072;00638682;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;910,00;26,18
5652943;21/05/18;21/05/18;6351;FAB;0072;00638683;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;800,00;23,02
5652944;21/05/18;21/05/18;6351;FAB;0072;00638684;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;890,00;25,61
5652945;21/05/18;21/05/18;6351;FAB;0072;00638685;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.170,00;33,67
5652946;21/05/18;21/05/18;6351;FAB;0072;00638686;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;860,00;24,75
5652947;21/05/18;21/05/18;6351;FAB;0072;00638687;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;770,00;22,16
5652948;21/05/18;21/05/18;6351;FAB;0072;00638688;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.202,95;34,61
5652949;21/05/18;21/05/18;6351;FAB;0072;00638689;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.580,00;45,93
5652950;21/05/18;21/05/18;6351;FAB;0072;00638690;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.500,00;43,61
5652951;21/05/18;21/05/18;6351;FAB;0072;00638691;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.290,65;37,52
5652952;21/05/18;21/05/18;6351;FAB;0072;00638692;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;830,51;24,12
5652953;21/05/18;21/05/18;6351;FAB;0072;00638693;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.460,00;42,54
5652954;21/05/18;21/05/18;6351;FAB;0072;00638694;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;676,41;19,71
5652955;21/05/18;21/05/18;6351;FAB;0072;00638695;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;388,28;11,17
5652957;21/05/18;21/05/18;6351;FAB;0072;00638697;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;970,88;28,29
5652958;21/05/18;21/05/18;6351;FAB;0072;00638698;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.130,00;32,51
5652959;21/05/18;21/05/18;6351;FAB;0072;00638699;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.250,00;35,97
5652960;21/05/18;21/05/18;6351;FAB;0072;00638700;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;940,00;27,05
5652961;21/05/18;21/05/18;6351;FAB;0072;00638701;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.260,00;36,25
5652962;21/05/18;21/05/18;6351;FAB;0072;00638702;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;800,00;23,02
5652963;21/05/18;21/05/18;6351;FAB;0072;00638703;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;790,00;22,73
5652964;21/05/18;21/05/18;6351;FAB;0072;00638704;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.320,00;37,98
5652965;21/05/18;21/05/18;6351;FAB;0072;00638705;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.220,00;35,10
5652966;21/05/18;21/05/18;6351;FAB;0072;00638706;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.120,00;32,23
5652967;21/05/18;21/05/18;6351;FAB;0072;00638707;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.110,00;31,94
5652968;21/05/18;21/05/18;6351;FAB;0072;00638708;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;720,00;20,72
5652969;21/05/18;21/05/18;6351;FAB;0072;00638709;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;750,00;21,58
5652970;21/05/18;21/05/18;6351;FAB;0072;00638710;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.350,00;38,84
5652971;21/05/18;21/05/18;6351;FAB;0072;00638711;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.240,00;35,68
5652972;21/05/18;21/05/18;6351;FAB;0072;00638712;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;990,00;28,49
5652973;21/05/18;21/05/18;6351;FAB;0072;00638713;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;700,00;20,14
5652974;21/05/18;21/05/18;6351;FAB;0072;00638714;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.070,00;30,79
5652975;21/05/18;21/05/18;6351;FAB;0072;00638715;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.210,00;34,82
5652976;21/05/18;21/05/18;6351;FAB;0072;00638716;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;990,00;28,49
5652977;21/05/18;21/05/18;6351;FAB;0072;00638717;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;970,00;27,91
5652978;21/05/18;21/05/18;6351;FAB;0072;00638718;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.310,00;37,69
5652979;21/05/18;21/05/18;6351;FAB;0072;00638719;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;940,00;27,05
5652980;21/05/18;21/05/18;6351;FAB;0072;00638720;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;970,00;27,91
5652981;21/05/18;21/05/18;6351;FAB;0072;00638721;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;890,00;25,61
5652982;21/05/18;21/05/18;6351;FAB;0072;00638722;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;850,00;24,46
5652983;21/05/18;21/05/18;6351;FAB;0072;00638723;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.100,00;31,65
5652984;21/05/18;21/05/18;6351;FAB;0072;00638724;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;408,67;11,76
5652985;21/05/18;21/05/18;6351;FAB;0072;00638725;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.070,00;31,11
5652986;21/05/18;21/05/18;6351;FAB;0072;00638726;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.300,00;37,79
5652987;21/05/18;21/05/18;6351;FAB;0072;00638727;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.370,00;39,83
5652988;21/05/18;21/05/18;6351;FAB;0072;00638728;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.550,00;45,06
5652989;21/05/18;21/05/18;6351;FAB;0072;00638729;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.230,00;35,76
5652990;21/05/18;21/05/18;6351;FAB;0072;00638730;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.470,00;42,74
5652991;21/05/18;21/05/18;6351;FAB;0072;00638731;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.080,00;31,40
5652992;21/05/18;21/05/18;6351;FAB;0072;00638732;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.104,32;32,10
5652994;21/05/18;21/05/18;6351;FAB;0072;00638734;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.380,00;40,21
5652995;21/05/18;21/05/18;6351;FAB;0072;00638735;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.460,00;42,54
5652996;21/05/18;21/05/18;6351;FAB;0072;00638736;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.430,00;41,67
5652997;21/05/18;21/05/18;6351;FAB;0072;00638737;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.070,00;31,18
5652998;21/05/18;21/05/18;6351;FAB;0072;00638738;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;890,00;25,93
5652999;21/05/18;21/05/18;6351;FAB;0072;00638739;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.150,00;33,51
5653000;21/05/18;21/05/18;6351;FAB;0072;00638740;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.270,00;37,01
5653001;21/05/18;21/05/18;6351;FAB;0072;00638741;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;750,00;21,85
5653002;21/05/18;21/05/18;6351;FAB;0072;00638742;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;840,00;24,48
5653003;21/05/18;21/05/18;6351;FAB;0072;00638743;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.130,00;32,93
5653004;21/05/18;21/05/18;6351;FAB;0072;00638744;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.360,00;39,63
5653005;21/05/18;21/05/18;6351;FAB;0072;00638745;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.320,00;38,46
5653006;21/05/18;21/05/18;6351;FAB;0072;00638746;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;602,24;17,55
5653011;21/05/18;21/05/18;6351;FAB;0072;00638751;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;486,01;13,98
5653012;21/05/18;21/05/18;6351;FAB;0072;00638752;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;486,01;13,98
5653014;21/05/18;21/05/18;6351;FAB;0072;00638754;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;700,00;20,14
5653015;21/05/18;21/05/18;6351;FAB;0072;00638755;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.260,00;36,25
5653016;21/05/18;21/05/18;6351;FAB;0072;00638756;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.330,00;38,27
5653017;21/05/18;21/05/18;6351;FAB;0072;00638757;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.090,00;31,36
5653018;21/05/18;21/05/18;6351;FAB;0072;00638758;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.150,00;33,09
5653019;21/05/18;21/05/18;6351;FAB;0072;00638759;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.320,00;37,98
5653020;21/05/18;21/05/18;6351;FAB;0072;00638760;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.030,00;29,64
5653021;21/05/18;21/05/18;6351;FAB;0072;00638761;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;920,00;26,47
5653022;21/05/18;21/05/18;6351;FAB;0072;00638762;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.230,00;35,39
5653023;21/05/18;21/05/18;6351;FAB;0072;00638763;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.000,00;28,77
5653024;21/05/18;21/05/18;6351;FAB;0072;00638764;SCR;SANTA CRUZ;1LH;CONSUMIDOR FINAL LH;80;20990000000;;;;;;;LHE;TASA VIAL LAS HERAS;1.050,00;30,21
